"Column_Names"
"4-hydroxystyrene"
"p-hydroxyphenylacetate"
"acesulfame"
"phenyllactate"
"azelate"
"sebacate"
"undecanedionate"
"acetytyrosine"
"myristic acid"
"dodecanedioic acid"
"2-hydroxymyristic acid"
"palmitoleic acid"
"palmitic acid"
"tetradecanedioate"
"1,2,3,4-tetrahydro-b-carboline-1,3-dicarboxylic acid"
"2-hydroxyhexadecanoate"
"alpha-linolenic acid"
"linoleic acid"
"oleic acid"
"stearic acid"
"hexadecanedioic acid"
"eicosapentaenoic acid"
"arachidonic acid"
"eicosatrienoic acid"
"eicosenoate"
"12.13-diHOME"
"9.10-diHOME"
"docosahexaenoic acid"
"carnosol"
"docosapentaenoic acid"
"adrenic acid"
"palmitoylethanolamide"
"13-docosenoate"
"nervonic acid"
"lithocholic acid"
"hyodeoxycholate/ursodeoxycholate*"
"chenodeoxycholate"
"deoxycholic acid"
"ketodeoxycholate"
"7-ketodeoxycholate"
"alpha-muricholate"
"cholate"
"glycolithocholic acid"
"glycodeoxycholic acid"
"glycoursodeoxycholic acid"
"oleanolic acid"
"maslinic acid"
"taurolithocholic acid"
"taurochenodesoxycholic acid"
"taurodeoxycholic acid"
"taurohyodeoxycholate/ tauroursodeoxycholate"
"urobilin"
"7-hexadecenoic acid methyl ester"
"sphingosine"
"piperine"
"linoleoyl ethanolamide"
"stearoyl ethanolamide"
"palmitoyl glycerol"
"C16:1 MAG*"
"C18:0e MAG"
"N-oleoylethanolamine"
"C16:1 MAG"
"cholesterol"
"C18:0 MAG"
"cholestenone"
"beta-sitosterol"
"C22:1 MAG"
"epoxysqualene"
"C24:0 TAG"
"C16:0 LPC"
"C20:0 LPE"
"C18:3 LPC"
"C18:2 LPC"
"C18:1 LPC"
"C18:0 LPC"
"C16:0 ceramide (d18:1)"
"C20:5 LPC"
"C30:0 DAG"
"C32:2 DAG*"
"C32:0 DAG"
"C34:3 DAG*"
"C34:2 DAG*"
"C34:1 DAG*"
"C34:3 DAG"
"C34:2 DAG"
"C34:0 DAG*"
"C14:0 CE"
"C36:4 DAG*"
"C36:3 DAG*"
"C36:2 DAG*"
"C36:4 DAG"
"C16:1 CE"
"C36:3 DAG"
"C16:0 CE"
"C36:2 DAG"
"C16:1 CE*"
"C36:0 DAG"
"C18:3 CE"
"C38:5 DAG*"
"C18:2 CE"
"C18:1 CE"
"C18:3 CE*"
"C18:0 CE"
"C18:2 CE*"
"C14:0 SM"
"C20:4 CE"
"C20:3 CE"
"C20:5 CE"
"C20:3 CE*"
"C16:1 SM"
"C16:0 SM"
"C22:5 CE"
"C22:4 CE"
"C22:6 CE"
"C34:0 PE"
"C22:5 CE*"
"C22:4 CE*"
"C18:0 SM"
"C32:1 PC"
"C42:0 TAG"
"C34:1 PC plasmalogen-A"
"C34:2 PC"
"C34:1 PC"
"C36:5 PC plasmalogen-A"
"C36:5 PC plasmalogen-B"
"C44:1 TAG"
"C44:0 TAG*"
"C36:2 PC plasmalogen"
"C44:0 TAG"
"C36:4 PC-A"
"C36:4 PC-B"
"C36:3 PC"
"C22:1 SM"
"C36:2 PC"
"C22:0 SM"
"C36:1 PC"
"C46:2 TAG*"
"C46:1 TAG*"
"C46:0 TAG*"
"C46:2 TAG"
"C46:1 TAG"
"C46:0 TAG"
"C24:1 SM"
"C24:0 SM"
"C48:2 TAG*"
"C48:4 TAG"
"C48:3 TAG"
"C48:0 TAG*"
"C48:2 TAG"
"C48:1 TAG"
"C48:0 TAG"
"C49:1 TAG"
"C50:4 TAG*"
"C50:3 TAG*"
"C50:5 TAG"
"C50:4 TAG"
"C50:1 TAG*"
"C50:3 TAG"
"C50:2 TAG"
"C50:1 TAG"
"C50:0 TAG"
"C51:3 TAG*"
"C51:2 TAG*"
"C52:6 TAG*"
"C52:5 TAG*"
"C52:7 TAG"
"C51:0 TAG*"
"C52:4 TAG*"
"C52:6 TAG"
"C52:3 TAG*"
"C52:5 TAG"
"C52:2 TAG*"
"C52:4 TAG"
"C52:1 TAG*"
"C52:3 TAG"
"C52:0 TAG*"
"C52:2 TAG"
"C52:1 TAG"
"C52:0 TAG"
"C53:3 TAG*"
"C54:9 TAG"
"C54:6 TAG*"
"C54:8 TAG"
"C54:5 TAG*"
"C54:7 TAG"
"C54:4 TAG*"
"C54:6 TAG"
"C54:3 TAG*"
"C54:5 TAG"
"C54:4 TAG"
"C54:3 TAG"
"C54:2 TAG"
"C54:1 TAG"
"C55:3 TAG*"
"C55:2 TAG*"
"C56:6 TAG*"
"C56:7 TAG"
"C56:4 TAG*"
"C56:6 TAG"
"C56:3 TAG*"
"C56:5 TAG"
"C56:2 TAG*"
"C56:4 TAG"
"C56:1 TAG*"
"C56:3 TAG"
"C56:2 TAG"
"C56:1 TAG"
"C58:7 TAG"
"C58:6 TAG"
"propionate"
"butyrate / isobutytare*"
"alanine"
"oxalate"
"lactate"
"methylbutyric aid / valeric / isovaleric*"
"2-aminobutyric acid"
"malonate"
"alpha-hydroxybutyrate"
"serine"
"glycerate"
"pyrocatechol"
"uracil"
"proline"
"fumarate/maleate*"
"alpha-ketoisovalerate"
"caproic acid"
"valine"
"succite"
"hydroxyisovaleric acid"
"threonine"
"4-hydroxybenzaldehyde"
"nicotinate"
"4-methylcatechol"
"taurine"
"thymine"
"acetylalanine"
"leucine"
"asparagine"
"2-hydroxy-3-methylpentanoic acid /  leucinic acid"
"aspartate"
"malate"
"adenine"
"erythronic acid"
"hypoxanthine"
"phenylacetate"
"salicylate"
"4-nitrophenol"
"caprylic acid"
"alpha-ketoglutarate"
"2-methylglutaric acid"
"glutamine"
"glutamate"
"2-hydroxyglutarate"
"methionine"
"tartarate"
"xylose"
"hydrocinnamic acid"
"guanine"
"xanthine"
"ribitol"
"dihydroxybenzoic acid"
"histidine"
"orotate"
"imidazolelactate"
"3-methyladipate-pimelate"
"levoglucosan"
"fucose"
"phenylalanine"
"L-phenyllactic acid"
"urate"
"shikimate"
"suberate"
"arginine"
"citrulline"
"ascorbate"
"fructose/glucose/galactose*"
"tyrosine"
"homovanillate"
"sorbitol"
"saccharin"
"4-pyridoxate"
"azelaic acid"
"N-acetylglutamate"
"citrate"
"glucurote"
"tryptophan"
"1-3-7-trimethylurate"
"pantothete"
"ethyl glucuronide"
"1,2,3,4-tetrahydro-1-methyl-beta-carboline-3-carboxylic acid"
"cystine"
"pentadecanoate"
"uridine"
"pseudouridine"
"deoxyinosine"
"inosine"
"heptadecanoate"
"guanosine"
"docosapentaenoate"
"lactose"
"riboflavin"
"lithocholate"
"chenodeoxycholate/deoxycholate*"
"glycocholate"
"taurodeoxycholate/taurochenodeoxycholate*"
"putrescine"
"beta-alanine"
"choline"
"cytosine"
"histamine"
"creatinine"
"N-acetylputrescine"
"betaine"
"trimethylbenzene*"
"nicotinic acid"
"pyroglutamic acid"
"pipecolic acid"
"N-methylproline"
"hydroxyproline"
"creatine"
"isoleucine"
"ornithine"
"1-methylnicotinamide"
"trigonelline"
"2-hydroxyphenethylamine"
"urocanic acid"
"imidazole propionate"
"proline betaine"
"4-guanidinobutanoic acid"
"butyrobetaine"
"acetylcholine"
"lysine"
"triethanolamine"
"4-hydroxy-3-methylacetophenone"
"pyridoxamine"
"methylpyridonecarboxamide"
"carnitine"
"methionine sulfoxide"
"1-methylguanine"
"7-methylguanine"
"3-methylxanthine"
"3-methylhistidine"
"dimethyllysine"
"N-acetylspermidine"
"NMMA"
"trimethyllysine"
"kynurenic acid"
"N-acetylglutamic acid"
"caffeine"
"N-acetylhistidine"
"5-acetylamino-6-amino-3-methyluracil"
"ADMA/SDMA*"
"ADMA"
"C2 carnitine"
"L-1,2,3,4-tetrahydro-beta-carboline-3-carboxylic acid*"
"N-acetyl-L-arginine"
"pantothenate"
"carnosine"
"C4 carnitine"
"geranyl acetoacetate*"
"anserine"
"2-deoxyadenosine"
"C3-DC-CH3 carnitine"
"thiamine"
"atenolol"
"threosphingosine"
"ethyl 9-hexadecenoate"
"8-hydroxy-deoxyguanosine"
"diacetylspermine"
"sphinganine"
"phytosphingosine"
"5alpha-cholestanol"
"C14 carnitine"
"C16 carnitine"
"C18:2 carnitine"
"C18:1 carnitine"
"C18 carnitine"
"C20:4 carnitine"
"C16:0 LPE"
"C20 carnitine"
"C16:1 LPC plasmalogen*"
"C18:1 LPC plasmalogen*"
"C18:1 LPC*"
"bilirubin"
"urobilin*"
"C36:2 PC*"
